Training_ID,Student_ID,Course_Name,Training_Type,Training_Attendance,Training_Score,Feedback_Rating,Pre_Training_Score,Post_Training_Score,Training_Impact,Improvement
T00302,S0302,Cybersecurity,Soft Skills,Yes,1.0,3.0,80.0,86.0,no,6.0
T00303,S0303,DevOps,Soft Skills,No,80.0,3.0,61.0,79.0,no,18.0
T00304,S0304,AI Fundamentals,Technical,Yes,80.0,3.0,80.0,0.0,no,-80.0
T00305,S0305,Leadership,Soft Skills,no,64.0,6.0,80.0,80.0,Improvement,0.0
T00306,S0306,IoT Basics,Technical,No,80.0,3.0,80.0,80.0,Improvement,0.0
T00307,S0307,Data Science,Technical,Yes,80.0,6.0,92.0,38.0,no,-54.0
T00308,S0308,IoT Basics,Technical,no,44.0,3.0,80.0,80.0,Improvement,0.0
T00309,S0309,DevOps,no,Yes,75.0,3.0,80.0,80.0,no,0.0
T00310,S0310,no,Technical,Yes,80.0,6.0,80.0,23.0,no,-57.0
T00311,S0311,Blockchain,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T00312,S0312,AI Fundamentals,Technical,No,79.0,3.0,80.0,80.0,no,0.0
T00313,S0313,no,Technical,Yes,80.0,1.0,80.0,27.0,Improvement,-53.0
T00314,S0314,Cloud Computing,Soft Skills,Yes,80.0,5.0,37.0,80.0,No Improvement,43.0
T00315,S0315,Cybersecurity,Technical,No,80.0,3.0,20.0,80.0,no,60.0
T00316,S0316,Negotiation,Technical,No,80.0,3.0,80.0,80.0,Improvement,0.0
T00317,S0317,no,no,Yes,80.0,3.0,80.0,16.0,Improvement,-64.0
T00318,S0318,AI Fundamentals,Technical,Yes,80.0,6.0,80.0,80.0,no,0.0
T00319,S0319,AI Fundamentals,Soft Skills,Yes,80.0,3.0,57.0,2.0,Improvement,-55.0
T00320,S0320,IoT Basics,Technical,No,32.0,3.0,80.0,80.0,Improvement,0.0
T00321,S0321,no,Soft Skills,Yes,80.0,3.0,80.0,80.0,No Improvement,0.0
T00322,S0322,Data Science,Soft Skills,No,80.0,1.0,80.0,80.0,No Improvement,0.0
T00323,S0323,Cloud Computing,Soft Skills,Yes,35.0,2.0,80.0,15.0,Improvement,-65.0
T00324,S0324,no,Technical,Yes,80.0,6.0,80.0,80.0,no,0.0
T00325,S0325,IoT Basics,Soft Skills,Yes,80.0,4.0,80.0,18.0,Improvement,-62.0
T00326,S0326,Cloud Computing,Soft Skills,Yes,80.0,3.0,89.0,80.0,Improvement,-9.0
T00327,S0327,Cybersecurity,Technical,No,80.0,3.0,80.0,80.0,no,0.0
T00328,S0328,Negotiation,Technical,Yes,80.0,4.0,80.0,56.0,No Improvement,-24.0
T00329,S0329,Leadership,Soft Skills,Yes,95.0,6.0,80.0,80.0,no,0.0
T00330,S0330,DevOps,Soft Skills,No,80.0,5.0,80.0,34.0,No Improvement,-46.0
T00331,S0331,Leadership,Soft Skills,no,80.0,6.0,80.0,15.0,no,-65.0
T00332,S0332,Python Programming,no,No,80.0,3.0,80.0,80.0,no,0.0
T00333,S0333,Web Development,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T00334,S0334,IoT Basics,Soft Skills,no,80.0,6.0,80.0,80.0,no,0.0
T00335,S0335,Cybersecurity,no,Yes,80.0,6.0,80.0,93.0,no,13.0
T00336,S0336,Communication Skills,Technical,No,87.0,3.0,80.0,7.0,Improvement,-73.0
T00337,S0337,DevOps,Technical,No,80.0,6.0,33.0,89.0,Improvement,56.0
T00338,S0338,Blockchain,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T00339,S0339,AI Fundamentals,Technical,Yes,80.0,6.0,80.0,80.0,No Improvement,0.0
T00340,S0340,Python Programming,Soft Skills,Yes,43.0,3.0,80.0,80.0,no,0.0
T00341,S0341,Python Programming,Soft Skills,No,80.0,3.0,30.0,80.0,no,50.0
T00342,S0342,Negotiation,Technical,Yes,80.0,6.0,85.0,47.0,No Improvement,-38.0
T00343,S0343,Python Programming,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T00344,S0344,Python Programming,Technical,Yes,60.0,3.0,42.0,80.0,no,38.0
T00345,S0345,DevOps,no,Yes,25.0,3.0,80.0,80.0,no,0.0
T00346,S0346,IoT Basics,Technical,Yes,80.0,1.0,34.0,80.0,no,46.0
T00347,S0347,Cloud Computing,Soft Skills,no,80.0,6.0,80.0,80.0,no,0.0
T00348,S0348,Python Programming,Technical,Yes,80.0,3.0,37.0,80.0,Improvement,43.0
T00349,S0349,Cloud Computing,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T00350,S0350,Cloud Computing,Technical,Yes,80.0,6.0,80.0,20.0,no,-60.0
T00351,S0351,Communication Skills,Soft Skills,No,80.0,3.0,80.0,80.0,Improvement,0.0
T00352,S0352,Data Science,Soft Skills,No,86.0,6.0,80.0,80.0,Improvement,0.0
T00353,S0353,Python Programming,Technical,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T00354,S0354,Data Science,Technical,no,34.0,3.0,80.0,80.0,no,0.0
T00355,S0355,Python Programming,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T00356,S0356,Cybersecurity,Soft Skills,No,80.0,3.0,37.0,80.0,Improvement,43.0
T00357,S0357,IoT Basics,no,no,80.0,3.0,80.0,24.0,No Improvement,-56.0
T00358,S0358,IoT Basics,Soft Skills,no,80.0,5.0,7.0,80.0,No Improvement,73.0
T00359,S0359,Data Science,Technical,no,80.0,2.0,35.0,80.0,Improvement,45.0
T00360,S0360,AI Fundamentals,Technical,Yes,80.0,4.0,80.0,80.0,Improvement,0.0
T00361,S0361,Data Science,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T00362,S0362,Blockchain,Soft Skills,Yes,80.0,1.0,80.0,45.0,no,-35.0
T00363,S0363,Web Development,no,Yes,64.0,2.0,80.0,80.0,no,0.0
T00364,S0364,Communication Skills,no,No,20.0,6.0,80.0,80.0,Improvement,0.0
T00365,S0365,Web Development,Technical,No,80.0,3.0,80.0,74.0,Improvement,-6.0
T00366,S0366,Web Development,Technical,Yes,8.0,3.0,80.0,10.0,no,-70.0
T00367,S0367,Communication Skills,no,Yes,80.0,3.0,80.0,92.0,No Improvement,12.0
T00368,S0368,DevOps,Technical,No,80.0,6.0,80.0,80.0,no,0.0
T00369,S0369,Cloud Computing,Soft Skills,No,80.0,3.0,64.0,80.0,no,16.0
T00370,S0370,Leadership,no,Yes,60.0,3.0,80.0,80.0,no,0.0
T00371,S0371,DevOps,Soft Skills,no,78.0,6.0,80.0,80.0,Improvement,0.0
T00372,S0372,AI Fundamentals,Soft Skills,No,80.0,1.0,80.0,55.0,Improvement,-25.0
T00373,S0373,Web Development,Soft Skills,No,2.0,3.0,80.0,80.0,Improvement,0.0
T00374,S0374,Blockchain,Soft Skills,Yes,80.0,6.0,80.0,80.0,No Improvement,0.0
T00375,S0375,IoT Basics,Soft Skills,No,80.0,3.0,80.0,90.0,Improvement,10.0
T00376,S0376,Leadership,Soft Skills,No,80.0,3.0,80.0,80.0,Improvement,0.0
T00377,S0377,Negotiation,Soft Skills,No,80.0,3.0,80.0,80.0,no,0.0
T00378,S0378,no,Technical,no,88.0,6.0,80.0,80.0,No Improvement,0.0
T00379,S0379,IoT Basics,no,Yes,94.0,1.0,80.0,51.0,Improvement,-29.0
T00380,S0380,Negotiation,no,no,80.0,2.0,80.0,80.0,no,0.0
T00381,S0381,Negotiation,no,no,80.0,3.0,80.0,80.0,No Improvement,0.0
T00382,S0382,no,Soft Skills,no,80.0,3.0,80.0,80.0,Improvement,0.0
T00383,S0383,Negotiation,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T00384,S0384,no,Technical,No,80.0,3.0,80.0,80.0,no,0.0
T00385,S0385,Data Science,Technical,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T00386,S0386,Web Development,Technical,Yes,80.0,6.0,80.0,80.0,no,0.0
T00387,S0387,Leadership,Technical,no,80.0,6.0,80.0,54.0,no,-26.0
T00388,S0388,AI Fundamentals,Technical,Yes,80.0,6.0,32.0,80.0,no,48.0
T00389,S0389,AI Fundamentals,Soft Skills,Yes,31.0,6.0,80.0,80.0,no,0.0
T00390,S0390,no,no,No,80.0,3.0,80.0,80.0,No Improvement,0.0
T00391,S0391,Blockchain,Soft Skills,no,80.0,3.0,80.0,80.0,Improvement,0.0
T00392,S0392,Cybersecurity,Soft Skills,Yes,80.0,6.0,80.0,80.0,no,0.0
T00393,S0393,DevOps,Soft Skills,Yes,80.0,3.0,18.0,47.0,Improvement,29.0
T00394,S0394,no,Technical,Yes,80.0,6.0,80.0,80.0,no,0.0
T00395,S0395,Data Science,Technical,No,45.0,3.0,38.0,23.0,Improvement,-15.0
T00396,S0396,Cloud Computing,no,Yes,80.0,3.0,80.0,80.0,No Improvement,0.0
T00397,S0397,Data Science,Soft Skills,no,80.0,3.0,80.0,80.0,no,0.0
T00398,S0398,DevOps,Technical,No,6.0,3.0,5.0,11.0,Improvement,6.0
T00399,S0399,IoT Basics,no,no,80.0,3.0,80.0,53.0,Improvement,-27.0
T00400,S0400,IoT Basics,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T00401,S0401,no,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T00402,S0402,Communication Skills,Soft Skills,No,58.0,6.0,80.0,80.0,Improvement,0.0
T00403,S0403,Leadership,Technical,no,80.0,3.0,80.0,80.0,no,0.0
T00404,S0404,Blockchain,Soft Skills,Yes,80.0,3.0,80.0,52.0,no,-28.0
T00405,S0405,Web Development,no,No,93.0,6.0,80.0,80.0,Improvement,0.0
T00406,S0406,Negotiation,Technical,Yes,56.0,3.0,11.0,18.0,no,7.0
T00407,S0407,Data Science,no,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T00408,S0408,Communication Skills,Soft Skills,Yes,80.0,2.0,80.0,80.0,No Improvement,0.0
T00409,S0409,Negotiation,no,Yes,5.0,6.0,80.0,80.0,No Improvement,0.0
T00410,S0410,Data Science,Soft Skills,no,80.0,6.0,80.0,80.0,Improvement,0.0
T00411,S0411,Data Science,Soft Skills,no,80.0,1.0,80.0,80.0,No Improvement,0.0
T00412,S0412,DevOps,Soft Skills,no,80.0,1.0,83.0,80.0,no,-3.0
T00413,S0413,Cloud Computing,Technical,Yes,89.0,3.0,80.0,80.0,No Improvement,0.0
T00414,S0414,Cloud Computing,Soft Skills,Yes,80.0,3.0,80.0,36.0,no,-44.0
T00415,S0415,DevOps,Technical,Yes,80.0,1.0,80.0,80.0,Improvement,0.0
T00416,S0416,Cybersecurity,Soft Skills,No,42.0,3.0,80.0,13.0,No Improvement,-67.0
T00417,S0417,Python Programming,Soft Skills,No,80.0,6.0,80.0,80.0,no,0.0
T00418,S0418,Cloud Computing,Technical,No,80.0,5.0,80.0,80.0,Improvement,0.0
T00419,S0419,Python Programming,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T00420,S0420,Web Development,no,no,80.0,6.0,80.0,80.0,No Improvement,0.0
T00421,S0421,Cloud Computing,Soft Skills,No,80.0,6.0,80.0,80.0,no,0.0
T00422,S0422,Communication Skills,Technical,No,80.0,3.0,80.0,80.0,Improvement,0.0
T00423,S0423,IoT Basics,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T00424,S0424,Data Science,no,Yes,58.0,2.0,80.0,80.0,Improvement,0.0
T00425,S0425,Data Science,Technical,No,80.0,3.0,80.0,80.0,Improvement,0.0
T00426,S0426,Python Programming,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T00427,S0427,Leadership,Technical,Yes,80.0,3.0,45.0,80.0,Improvement,35.0
T00428,S0428,Data Science,Soft Skills,No,80.0,3.0,80.0,80.0,Improvement,0.0
T00429,S0429,Web Development,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T00430,S0430,IoT Basics,Technical,Yes,80.0,3.0,45.0,80.0,no,35.0
T00431,S0431,Web Development,Technical,Yes,65.0,3.0,12.0,58.0,no,46.0
T00432,S0432,Data Science,no,Yes,93.0,6.0,21.0,80.0,Improvement,59.0
T00433,S0433,Negotiation,Soft Skills,Yes,80.0,3.0,80.0,37.0,Improvement,-43.0
T00434,S0434,Data Science,Technical,No,80.0,6.0,25.0,61.0,Improvement,36.0
T00435,S0435,Blockchain,Soft Skills,Yes,80.0,6.0,80.0,80.0,no,0.0
T00436,S0436,Cybersecurity,Soft Skills,No,77.0,1.0,80.0,3.0,Improvement,-77.0
T00437,S0437,Blockchain,Technical,Yes,80.0,6.0,80.0,80.0,no,0.0
T00438,S0438,Cybersecurity,Technical,no,80.0,2.0,80.0,80.0,no,0.0
T00439,S0439,DevOps,Technical,Yes,47.0,6.0,18.0,80.0,no,62.0
T00440,S0440,Cybersecurity,Technical,no,80.0,3.0,80.0,80.0,no,0.0
T00441,S0441,Python Programming,Soft Skills,No,80.0,3.0,80.0,80.0,Improvement,0.0
T00442,S0442,Python Programming,no,Yes,80.0,2.0,80.0,80.0,no,0.0
T00443,S0443,no,no,No,80.0,6.0,80.0,80.0,Improvement,0.0
T00444,S0444,Cybersecurity,no,no,80.0,3.0,99.0,80.0,No Improvement,-19.0
T00445,S0445,Python Programming,Soft Skills,No,80.0,6.0,80.0,80.0,Improvement,0.0
T00446,S0446,IoT Basics,Technical,no,80.0,3.0,80.0,80.0,no,0.0
T00447,S0447,Communication Skills,Soft Skills,No,80.0,5.0,80.0,80.0,no,0.0
T00448,S0448,Negotiation,Soft Skills,Yes,95.0,3.0,63.0,80.0,no,17.0
T00449,S0449,Data Science,Technical,No,80.0,3.0,23.0,80.0,no,57.0
T00450,S0450,IoT Basics,Soft Skills,no,80.0,3.0,80.0,80.0,Improvement,0.0
T00451,S0451,Negotiation,Technical,Yes,35.0,3.0,80.0,80.0,no,0.0
T00452,S0452,Cloud Computing,Technical,No,80.0,3.0,86.0,80.0,no,-6.0
T00453,S0453,DevOps,Soft Skills,No,80.0,3.0,6.0,80.0,No Improvement,74.0
T00454,S0454,Cloud Computing,no,Yes,80.0,3.0,80.0,80.0,no,0.0
T00455,S0455,DevOps,Technical,Yes,80.0,2.0,80.0,80.0,Improvement,0.0
T00456,S0456,Data Science,Technical,Yes,80.0,6.0,87.0,81.0,no,-6.0
T00457,S0457,no,Technical,no,80.0,3.0,80.0,80.0,Improvement,0.0
T00458,S0458,Web Development,Soft Skills,No,67.0,6.0,82.0,80.0,No Improvement,-2.0
T00459,S0459,Data Science,Technical,no,80.0,3.0,80.0,80.0,Improvement,0.0
T00460,S0460,Communication Skills,Soft Skills,Yes,97.0,1.0,80.0,80.0,no,0.0
T00461,S0461,IoT Basics,Technical,Yes,50.0,3.0,72.0,80.0,Improvement,8.0
T00462,S0462,AI Fundamentals,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T00463,S0463,DevOps,Technical,No,80.0,3.0,21.0,80.0,no,59.0
T00464,S0464,IoT Basics,Technical,Yes,80.0,3.0,77.0,80.0,Improvement,3.0
T00465,S0465,Cloud Computing,Technical,No,73.0,6.0,80.0,13.0,No Improvement,-67.0
T00466,S0466,IoT Basics,Soft Skills,No,80.0,3.0,80.0,80.0,no,0.0
T00467,S0467,Negotiation,no,No,80.0,3.0,0.0,80.0,No Improvement,80.0
T00468,S0468,no,no,No,80.0,3.0,80.0,23.0,no,-57.0
T00469,S0469,Communication Skills,Soft Skills,Yes,96.0,3.0,80.0,80.0,no,0.0
T00470,S0470,Python Programming,Technical,Yes,80.0,6.0,80.0,80.0,no,0.0
T00471,S0471,Cybersecurity,no,Yes,80.0,2.0,26.0,80.0,no,54.0
T00472,S0472,DevOps,Soft Skills,No,80.0,3.0,80.0,80.0,No Improvement,0.0
T00473,S0473,Blockchain,Soft Skills,no,0.0,3.0,80.0,80.0,No Improvement,0.0
T00474,S0474,Python Programming,Soft Skills,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T00475,S0475,Cloud Computing,no,Yes,80.0,6.0,80.0,41.0,no,-39.0
T00476,S0476,Blockchain,Soft Skills,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T00477,S0477,DevOps,Soft Skills,Yes,80.0,3.0,61.0,80.0,No Improvement,19.0
T00478,S0478,Communication Skills,Soft Skills,Yes,40.0,3.0,80.0,54.0,Improvement,-26.0
T00479,S0479,AI Fundamentals,Soft Skills,no,80.0,3.0,80.0,80.0,No Improvement,0.0
T00480,S0480,Python Programming,no,no,24.0,3.0,80.0,80.0,no,0.0
T00481,S0481,Communication Skills,Technical,Yes,80.0,3.0,45.0,56.0,no,11.0
T00482,S0482,DevOps,Soft Skills,Yes,80.0,1.0,80.0,80.0,Improvement,0.0
T00483,S0483,AI Fundamentals,Soft Skills,Yes,80.0,6.0,9.0,80.0,Improvement,71.0
T00484,S0484,Web Development,Technical,Yes,80.0,2.0,80.0,80.0,no,0.0
T00485,S0485,IoT Basics,Technical,No,80.0,6.0,80.0,55.0,No Improvement,-25.0
T00486,S0486,Cloud Computing,Soft Skills,Yes,80.0,3.0,28.0,80.0,no,52.0
T00487,S0487,DevOps,Technical,no,80.0,3.0,78.0,80.0,Improvement,2.0
T00488,S0488,IoT Basics,Soft Skills,Yes,80.0,3.0,43.0,80.0,no,37.0
T00489,S0489,Web Development,Technical,no,80.0,4.0,80.0,80.0,no,0.0
T00490,S0490,no,Soft Skills,Yes,80.0,3.0,36.0,80.0,Improvement,44.0
T00491,S0491,Leadership,Soft Skills,Yes,80.0,3.0,19.0,80.0,no,61.0
T00492,S0492,Blockchain,Soft Skills,No,80.0,6.0,80.0,80.0,no,0.0
T00493,S0493,Blockchain,Soft Skills,Yes,40.0,3.0,80.0,80.0,Improvement,0.0
T00494,S0494,Web Development,Soft Skills,No,80.0,1.0,25.0,80.0,no,55.0
T00495,S0495,IoT Basics,Technical,no,51.0,3.0,80.0,80.0,no,0.0
T00496,S0496,Communication Skills,no,No,56.0,3.0,94.0,80.0,no,-14.0
T00497,S0497,Communication Skills,Soft Skills,Yes,80.0,5.0,80.0,55.0,Improvement,-25.0
T00498,S0498,Communication Skills,no,Yes,80.0,3.0,80.0,80.0,no,0.0
T00499,S0499,Python Programming,Technical,No,80.0,2.0,80.0,4.0,no,-76.0
T00500,S0500,DevOps,Technical,Yes,24.0,3.0,80.0,80.0,no,0.0
T00501,S0501,Web Development,Technical,Yes,80.0,3.0,14.0,80.0,Improvement,66.0
T00502,S0502,no,Technical,No,80.0,5.0,80.0,80.0,No Improvement,0.0
T00503,S0503,IoT Basics,Technical,No,80.0,1.0,80.0,80.0,no,0.0
T00504,S0504,Communication Skills,no,No,80.0,6.0,76.0,45.0,no,-31.0
T00505,S0505,Communication Skills,Technical,Yes,91.0,2.0,80.0,23.0,Improvement,-57.0
T00506,S0506,AI Fundamentals,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T00507,S0507,no,no,Yes,80.0,4.0,80.0,80.0,no,0.0
T00508,S0508,Communication Skills,no,Yes,64.0,4.0,80.0,80.0,Improvement,0.0
T00509,S0509,Communication Skills,no,no,80.0,3.0,80.0,73.0,Improvement,-7.0
T00510,S0510,DevOps,no,Yes,27.0,6.0,80.0,80.0,Improvement,0.0
T00511,S0511,Communication Skills,Technical,Yes,80.0,3.0,80.0,17.0,Improvement,-63.0
T00512,S0512,Leadership,Technical,Yes,82.0,3.0,80.0,80.0,no,0.0
T00513,S0513,Web Development,Technical,No,80.0,3.0,80.0,32.0,no,-48.0
T00514,S0514,IoT Basics,no,Yes,80.0,6.0,12.0,80.0,no,68.0
T00515,S0515,Python Programming,Technical,No,80.0,4.0,40.0,80.0,no,40.0
T00516,S0516,AI Fundamentals,Technical,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T00517,S0517,AI Fundamentals,no,Yes,80.0,3.0,80.0,80.0,no,0.0
T00518,S0518,Web Development,no,Yes,80.0,6.0,80.0,80.0,no,0.0
T00519,S0519,Leadership,Soft Skills,Yes,80.0,6.0,28.0,80.0,no,52.0
T00520,S0520,Cloud Computing,Technical,Yes,96.0,3.0,80.0,80.0,no,0.0
T00521,S0521,Cloud Computing,Soft Skills,Yes,80.0,6.0,80.0,80.0,no,0.0
T00522,S0522,AI Fundamentals,Technical,No,80.0,6.0,95.0,80.0,No Improvement,-15.0
T00523,S0523,Web Development,Technical,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T00524,S0524,AI Fundamentals,Technical,Yes,71.0,3.0,80.0,80.0,no,0.0
T00525,S0525,Web Development,no,Yes,80.0,5.0,80.0,80.0,no,0.0
T00526,S0526,Negotiation,Technical,no,6.0,6.0,80.0,80.0,Improvement,0.0
T00527,S0527,Negotiation,no,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T00528,S0528,Negotiation,Soft Skills,No,80.0,3.0,10.0,80.0,no,70.0
T00529,S0529,AI Fundamentals,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T00530,S0530,Python Programming,no,no,80.0,3.0,80.0,28.0,no,-52.0
T00531,S0531,Python Programming,Technical,Yes,80.0,6.0,80.0,80.0,No Improvement,0.0
T00532,S0532,IoT Basics,no,Yes,18.0,6.0,80.0,80.0,Improvement,0.0
T00533,S0533,Communication Skills,Technical,No,80.0,3.0,80.0,80.0,no,0.0
T00534,S0534,Python Programming,Soft Skills,No,80.0,6.0,80.0,89.0,Improvement,9.0
T00535,S0535,DevOps,Soft Skills,No,80.0,3.0,33.0,80.0,No Improvement,47.0
T00536,S0536,DevOps,Soft Skills,no,80.0,3.0,80.0,80.0,no,0.0
T00537,S0537,Leadership,no,No,80.0,3.0,80.0,80.0,No Improvement,0.0
T00538,S0538,Web Development,no,Yes,80.0,3.0,80.0,80.0,No Improvement,0.0
T00539,S0539,DevOps,Soft Skills,No,49.0,6.0,44.0,80.0,No Improvement,36.0
T00540,S0540,Web Development,Technical,No,70.0,3.0,80.0,80.0,Improvement,0.0
T00541,S0541,IoT Basics,no,Yes,80.0,3.0,80.0,55.0,No Improvement,-25.0
T00542,S0542,Negotiation,no,No,80.0,3.0,80.0,62.0,Improvement,-18.0
T00543,S0543,Cybersecurity,Technical,No,80.0,6.0,81.0,80.0,Improvement,-1.0
T00544,S0544,Data Science,Soft Skills,No,80.0,2.0,80.0,80.0,Improvement,0.0
T00545,S0545,Data Science,Soft Skills,no,80.0,6.0,51.0,80.0,No Improvement,29.0
T00546,S0546,DevOps,Soft Skills,No,80.0,2.0,80.0,80.0,Improvement,0.0
T00547,S0547,IoT Basics,no,Yes,15.0,3.0,80.0,80.0,no,0.0
T00548,S0548,Web Development,Soft Skills,Yes,80.0,3.0,80.0,80.0,No Improvement,0.0
T00549,S0549,Python Programming,Technical,Yes,80.0,3.0,80.0,80.0,No Improvement,0.0
T00550,S0550,Blockchain,Technical,No,83.0,6.0,80.0,80.0,Improvement,0.0
T00551,S0551,no,Technical,Yes,80.0,6.0,80.0,80.0,no,0.0
T00552,S0552,Leadership,Technical,Yes,31.0,6.0,6.0,8.0,No Improvement,2.0
T00553,S0553,Data Science,Soft Skills,No,80.0,3.0,80.0,80.0,No Improvement,0.0
T00554,S0554,Negotiation,Technical,No,80.0,6.0,80.0,80.0,Improvement,0.0
T00555,S0555,Cloud Computing,Soft Skills,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T00556,S0556,Web Development,Technical,No,39.0,2.0,80.0,80.0,Improvement,0.0
T00557,S0557,no,Technical,No,80.0,3.0,80.0,80.0,no,0.0
T00558,S0558,Web Development,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T00559,S0559,Communication Skills,no,No,13.0,6.0,98.0,80.0,no,-18.0
T00560,S0560,IoT Basics,no,Yes,23.0,3.0,80.0,80.0,Improvement,0.0
T00561,S0561,no,Technical,no,80.0,3.0,80.0,80.0,no,0.0
T00562,S0562,Data Science,Soft Skills,No,5.0,3.0,80.0,80.0,no,0.0
T00563,S0563,Negotiation,no,No,80.0,3.0,80.0,80.0,Improvement,0.0
T00564,S0564,no,no,no,80.0,3.0,92.0,80.0,no,-12.0
T00565,S0565,Data Science,Soft Skills,Yes,80.0,6.0,80.0,80.0,no,0.0
T00566,S0566,Negotiation,Soft Skills,Yes,80.0,6.0,80.0,80.0,no,0.0
T00567,S0567,Python Programming,Soft Skills,no,80.0,3.0,80.0,80.0,No Improvement,0.0
T00568,S0568,Leadership,Soft Skills,No,80.0,3.0,45.0,80.0,Improvement,35.0
T00569,S0569,DevOps,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T00570,S0570,Web Development,no,Yes,80.0,3.0,80.0,80.0,No Improvement,0.0
T00571,S0571,Python Programming,Technical,Yes,59.0,5.0,80.0,80.0,Improvement,0.0
T00572,S0572,Python Programming,Soft Skills,Yes,80.0,3.0,80.0,6.0,no,-74.0
T00573,S0573,Cloud Computing,Technical,Yes,80.0,6.0,80.0,7.0,No Improvement,-73.0
T00574,S0574,Web Development,no,No,80.0,5.0,80.0,80.0,No Improvement,0.0
T00575,S0575,Python Programming,no,Yes,52.0,6.0,63.0,80.0,No Improvement,17.0
T00576,S0576,IoT Basics,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T00577,S0577,Blockchain,Soft Skills,No,96.0,6.0,80.0,80.0,Improvement,0.0
T00578,S0578,Leadership,Soft Skills,No,80.0,1.0,80.0,80.0,no,0.0
T00579,S0579,AI Fundamentals,Technical,no,74.0,3.0,80.0,80.0,No Improvement,0.0
T00580,S0580,IoT Basics,no,No,80.0,3.0,80.0,80.0,no,0.0
T00581,S0581,Cybersecurity,Technical,No,89.0,3.0,80.0,80.0,Improvement,0.0
T00582,S0582,Web Development,no,No,80.0,3.0,46.0,80.0,Improvement,34.0
T00583,S0583,Blockchain,no,No,80.0,3.0,80.0,31.0,no,-49.0
T00584,S0584,Cloud Computing,Technical,Yes,38.0,3.0,80.0,80.0,Improvement,0.0
T00585,S0585,Communication Skills,Technical,No,80.0,3.0,80.0,80.0,no,0.0
T00586,S0586,Blockchain,Technical,Yes,80.0,4.0,80.0,80.0,No Improvement,0.0
T00587,S0587,Blockchain,Technical,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T00588,S0588,Python Programming,no,Yes,80.0,3.0,80.0,70.0,Improvement,-10.0
T00589,S0589,Python Programming,Soft Skills,Yes,80.0,3.0,80.0,67.0,no,-13.0
T00590,S0590,Data Science,no,Yes,80.0,4.0,80.0,80.0,no,0.0
T00591,S0591,Data Science,Soft Skills,No,80.0,3.0,80.0,80.0,no,0.0
T00592,S0592,Communication Skills,no,Yes,80.0,3.0,80.0,80.0,no,0.0
T00593,S0593,DevOps,Technical,No,54.0,3.0,41.0,80.0,Improvement,39.0
T00594,S0594,Negotiation,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T00595,S0595,Blockchain,Soft Skills,Yes,80.0,5.0,80.0,80.0,no,0.0
T00596,S0596,Python Programming,no,No,80.0,3.0,80.0,13.0,Improvement,-67.0
T00597,S0597,Python Programming,no,Yes,80.0,3.0,80.0,80.0,no,0.0
T00598,S0598,Cloud Computing,Technical,no,80.0,4.0,80.0,80.0,Improvement,0.0
T00599,S0599,Leadership,Technical,Yes,80.0,6.0,80.0,42.0,No Improvement,-38.0
T00600,S0600,AI Fundamentals,no,No,80.0,3.0,80.0,80.0,no,0.0
T00601,S0601,Cybersecurity,Soft Skills,No,80.0,3.0,80.0,50.0,Improvement,-30.0
T00602,S0602,DevOps,no,Yes,80.0,2.0,62.0,80.0,no,18.0
T00603,S0603,Cybersecurity,Technical,Yes,80.0,6.0,80.0,80.0,no,0.0
T00604,S0604,DevOps,Soft Skills,Yes,80.0,6.0,80.0,80.0,no,0.0
T00605,S0605,IoT Basics,Technical,no,80.0,6.0,80.0,65.0,no,-15.0
