Student_ID,Attendance_Percentage,Mid_Term_Marks,Assignment_Score,Class_Participation,Activity_Participation,Aggregate_Academic_Score,Performance_Label
S4352,90.0,80.0,95.0,3.0,Yes,80.0,Good
S4358,90.0,48.0,95.0,1.0,Yes,80.0,Average
S4364,90.0,93.0,95.0,3.0,No,33.0,Good
S4370,90.0,80.0,95.0,3.0,Yes,80.0,Average
S4378,80.0,55.0,95.0,8.0,Yes,72.0,At-Risk
S4379,90.0,80.0,95.0,3.0,Yes,55.0,At-Risk
S4380,90.0,62.0,95.0,3.0,Yes,78.0,Good
S4381,90.0,89.0,95.0,3.0,Yes,80.0,At-Risk
S4384,90.0,40.0,95.0,3.0,Yes,80.0,Good
S4385,90.0,80.0,95.0,3.0,Yes,61.0,Good
S4386,90.0,53.0,95.0,3.0,Yes,61.0,At-Risk
S4387,96.0,35.0,95.0,3.0,Yes,80.0,Good
S4389,80.0,62.0,95.0,3.0,Yes,80.0,Average
S4392,80.0,60.0,95.0,2.0,Yes,80.0,Average
S4393,90.0,80.0,95.0,3.0,Yes,61.0,At-Risk
S4400,91.0,40.0,95.0,3.0,Yes,61.0,Good
S4401,90.0,62.0,95.0,3.0,No,40.0,At-Risk
S4408,90.0,62.0,95.0,3.0,Yes,61.0,Good
S4412,80.0,62.0,95.0,3.0,Yes,80.0,Good
S4414,80.0,80.0,95.0,3.0,No,80.0,Good
S4415,90.0,62.0,95.0,6.0,Yes,77.0,Good
S4420,90.0,90.0,95.0,3.0,Yes,80.0,At-Risk
S4423,95.0,62.0,95.0,3.0,Yes,80.0,Average
S4426,90.0,50.0,95.0,3.0,No,61.0,Good
S4430,90.0,80.0,95.0,9.0,No,80.0,Average
S4433,80.0,72.0,95.0,3.0,Yes,89.0,At-Risk
S4434,90.0,62.0,95.0,3.0,Yes,61.0,Good
S4435,90.0,80.0,95.0,3.0,No,80.0,At-Risk
S4438,80.0,62.0,95.0,3.0,Yes,80.0,Good
S4439,90.0,87.0,95.0,9.0,No,80.0,Good
S4440,80.0,80.0,95.0,3.0,Yes,61.0,Average
S4441,80.0,62.0,95.0,2.0,No,61.0,At-Risk
S4451,90.0,80.0,95.0,5.0,No,61.0,Average
S4454,80.0,62.0,95.0,1.0,Yes,61.0,Good
S4457,80.0,79.0,95.0,3.0,Yes,57.0,Average
S4459,90.0,95.0,95.0,3.0,Yes,42.0,Average
S4460,90.0,62.0,95.0,5.0,Yes,61.0,Average
S4462,90.0,80.0,95.0,4.0,Yes,80.0,Average
S4463,90.0,36.0,95.0,3.0,No,61.0,At-Risk
S4464,90.0,35.0,95.0,9.0,Yes,61.0,Average
S4467,80.0,80.0,95.0,3.0,No,61.0,At-Risk
S4469,90.0,58.0,95.0,5.0,Yes,63.0,Good
S4474,90.0,62.0,95.0,7.0,Yes,80.0,Good
S4481,90.0,67.0,95.0,9.0,No,90.0,Good
S4484,90.0,35.0,95.0,3.0,Yes,81.0,Good
S4487,80.0,72.0,95.0,3.0,No,61.0,Average
S4488,90.0,62.0,95.0,3.0,Yes,80.0,Average
S4490,90.0,80.0,95.0,5.0,Yes,61.0,At-Risk
S4493,90.0,80.0,95.0,9.0,No,38.0,Average
S4495,95.0,62.0,95.0,3.0,Yes,78.0,Average
S4496,90.0,90.0,95.0,3.0,Yes,66.0,At-Risk
S4501,80.0,62.0,95.0,3.0,Yes,78.0,Average
S4503,90.0,80.0,95.0,2.0,No,80.0,Good
S4507,90.0,39.0,95.0,10.0,No,83.0,At-Risk
S4508,90.0,80.0,95.0,3.0,Yes,80.0,Good
S4510,90.0,75.0,95.0,3.0,Yes,61.0,Good
S4514,90.0,39.0,95.0,3.0,No,80.0,Good
S4515,80.0,55.0,95.0,4.0,No,61.0,Good
S4516,95.0,62.0,95.0,8.0,No,61.0,Average
S4517,90.0,90.0,95.0,3.0,Yes,80.0,Good
S4519,90.0,87.0,95.0,3.0,No,72.0,Good
S4523,90.0,80.0,95.0,3.0,No,88.0,At-Risk
S4524,90.0,62.0,95.0,3.0,Yes,80.0,Good
S4525,90.0,87.0,95.0,3.0,No,80.0,Average
S4526,80.0,62.0,95.0,10.0,Yes,61.0,At-Risk
S4530,90.0,80.0,95.0,7.0,Yes,80.0,Good
S4534,90.0,62.0,95.0,3.0,No,61.0,At-Risk
S4538,80.0,62.0,95.0,2.0,Yes,80.0,At-Risk
S4540,90.0,80.0,95.0,3.0,No,76.0,Good
S4543,90.0,80.0,95.0,8.0,No,61.0,Good
S4551,90.0,80.0,95.0,4.0,Yes,45.0,Average
S4552,80.0,80.0,95.0,3.0,No,80.0,Average
S4553,80.0,62.0,95.0,4.0,Yes,55.0,Average
S4554,90.0,80.0,95.0,7.0,Yes,80.0,Average
S4555,88.0,80.0,95.0,6.0,Yes,61.0,At-Risk
S4556,90.0,62.0,95.0,3.0,Yes,61.0,Good
S4557,80.0,80.0,95.0,9.0,Yes,61.0,Average
S4559,90.0,50.0,95.0,9.0,Yes,80.0,At-Risk
S4561,80.0,80.0,95.0,10.0,Yes,80.0,Average
S4564,87.0,80.0,95.0,6.0,No,61.0,Good
S4568,80.0,62.0,95.0,10.0,Yes,80.0,At-Risk
S4569,90.0,88.0,95.0,3.0,Yes,61.0,At-Risk
S4571,80.0,80.0,95.0,3.0,Yes,80.0,At-Risk
S4574,90.0,35.0,95.0,4.0,No,73.0,Good
S4575,95.0,80.0,95.0,2.0,No,60.0,Average
S4578,90.0,80.0,95.0,3.0,Yes,61.0,Good
S4585,90.0,72.0,95.0,3.0,No,62.0,At-Risk
S4586,80.0,80.0,95.0,3.0,Yes,72.0,At-Risk
S4589,80.0,62.0,95.0,1.0,Yes,85.0,Average
S4590,80.0,80.0,95.0,3.0,Yes,61.0,Good
S4592,90.0,59.0,95.0,3.0,Yes,61.0,At-Risk
S4593,90.0,80.0,95.0,3.0,Yes,61.0,Average
S4594,90.0,41.0,95.0,3.0,Yes,61.0,Average
S4601,80.0,84.0,95.0,4.0,Yes,61.0,Average
S4603,90.0,62.0,95.0,3.0,No,80.0,Good
S4605,80.0,62.0,95.0,3.0,Yes,80.0,At-Risk
S4606,90.0,80.0,95.0,3.0,No,80.0,Good
S4609,90.0,93.0,95.0,10.0,Yes,61.0,Good
S4610,90.0,89.0,95.0,3.0,Yes,35.0,At-Risk
S4611,80.0,94.0,95.0,6.0,Yes,61.0,Good
S4612,90.0,80.0,95.0,3.0,Yes,80.0,Average
S4614,90.0,39.0,95.0,4.0,Yes,80.0,At-Risk
S4616,90.0,62.0,95.0,9.0,Yes,61.0,Good
S4617,90.0,62.0,95.0,5.0,Yes,61.0,Average
S4620,80.0,80.0,95.0,6.0,No,61.0,Average
S4621,90.0,80.0,95.0,3.0,No,61.0,Good
S4625,90.0,62.0,95.0,4.0,Yes,61.0,At-Risk
S4626,90.0,64.0,95.0,2.0,Yes,76.0,Good
S4631,80.0,62.0,95.0,7.0,No,80.0,Average
S4642,80.0,80.0,95.0,3.0,Yes,80.0,At-Risk
S4643,90.0,80.0,95.0,9.0,Yes,56.0,Good
S4644,90.0,35.0,95.0,3.0,Yes,72.0,Good
S4645,90.0,68.0,95.0,3.0,No,80.0,At-Risk
S4646,90.0,66.0,95.0,7.0,Yes,61.0,Good
S4650,90.0,62.0,95.0,8.0,No,61.0,Good
S4653,80.0,80.0,95.0,1.0,Yes,80.0,Good
S4655,90.0,80.0,95.0,9.0,Yes,80.0,At-Risk
S4656,80.0,80.0,95.0,5.0,No,61.0,At-Risk
S4657,90.0,89.0,95.0,3.0,No,61.0,Good
S4659,80.0,88.0,95.0,3.0,No,80.0,Average
S4670,89.0,58.0,95.0,4.0,Yes,80.0,At-Risk
S4675,80.0,62.0,95.0,10.0,No,63.0,Average
S4677,90.0,74.0,95.0,6.0,Yes,61.0,At-Risk
S4678,90.0,62.0,95.0,4.0,Yes,61.0,Good
S4686,96.0,80.0,95.0,1.0,Yes,67.0,Good
S4687,80.0,80.0,95.0,9.0,Yes,61.0,Good
S4689,90.0,62.0,95.0,3.0,Yes,80.0,Good
S4692,90.0,62.0,95.0,3.0,Yes,90.0,Average
S4694,80.0,80.0,95.0,3.0,Yes,55.0,Good
S4695,90.0,39.0,95.0,3.0,Yes,61.0,At-Risk
S4698,90.0,80.0,95.0,3.0,Yes,61.0,Good
S4700,90.0,62.0,95.0,2.0,Yes,80.0,Good
S4701,90.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S4702,84.0,45.0,95.0,3.0,No,87.0,Average
S4705,90.0,49.0,95.0,3.0,No,70.0,At-Risk
S4706,91.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S4707,80.0,80.0,95.0,4.0,Yes,78.0,At-Risk
S4708,90.0,87.0,95.0,6.0,Yes,61.0,Good
S4712,80.0,62.0,95.0,4.0,No,80.0,At-Risk
S4715,90.0,83.0,95.0,2.0,Yes,61.0,Good
S4718,80.0,65.0,95.0,3.0,Yes,80.0,Good
S4719,90.0,80.0,95.0,3.0,Yes,61.0,Average
S4721,90.0,35.0,95.0,3.0,Yes,61.0,Good
S4722,85.0,35.0,95.0,4.0,No,86.0,At-Risk
S4725,90.0,62.0,95.0,3.0,No,47.0,Good
S4726,90.0,62.0,95.0,5.0,Yes,83.0,Good
S4727,80.0,80.0,95.0,6.0,Yes,80.0,At-Risk
S4732,92.0,80.0,95.0,5.0,Yes,47.0,Good
S4734,90.0,62.0,95.0,7.0,Yes,57.0,At-Risk
S4735,90.0,62.0,95.0,7.0,Yes,61.0,Good
S4736,90.0,51.0,95.0,9.0,No,80.0,At-Risk
S4737,90.0,80.0,95.0,4.0,Yes,80.0,Good
S4743,90.0,41.0,95.0,3.0,No,61.0,Good
S4744,90.0,80.0,95.0,6.0,Yes,61.0,At-Risk
S4745,90.0,62.0,95.0,3.0,No,61.0,Good
S4751,90.0,62.0,95.0,1.0,Yes,61.0,Average
S4754,90.0,62.0,95.0,8.0,Yes,61.0,At-Risk
S4757,90.0,83.0,95.0,3.0,Yes,94.0,Good
S4758,90.0,62.0,95.0,3.0,Yes,80.0,Average
S4764,83.0,80.0,95.0,4.0,Yes,80.0,At-Risk
S4765,90.0,52.0,95.0,2.0,Yes,62.0,Good
S4771,90.0,80.0,95.0,4.0,No,61.0,Good
S4772,91.0,80.0,95.0,4.0,Yes,80.0,Good
S4775,90.0,80.0,95.0,3.0,Yes,80.0,Average
S4780,90.0,62.0,95.0,9.0,Yes,80.0,Good
S4784,90.0,80.0,95.0,3.0,Yes,80.0,Good
S4786,90.0,80.0,95.0,8.0,Yes,61.0,Average
S4788,90.0,62.0,95.0,3.0,No,61.0,Average
S4792,89.0,80.0,95.0,1.0,No,42.0,Average
S4793,96.0,80.0,95.0,8.0,No,61.0,At-Risk
S4797,90.0,62.0,95.0,3.0,Yes,80.0,Good
S4800,90.0,74.0,95.0,3.0,Yes,80.0,Good
S4802,90.0,80.0,95.0,3.0,No,80.0,Good
S4804,94.0,62.0,95.0,3.0,Yes,61.0,Good
S4808,90.0,62.0,95.0,3.0,Yes,80.0,Average
S4809,80.0,80.0,95.0,3.0,Yes,61.0,Average
S4810,90.0,62.0,95.0,3.0,Yes,32.5,Good
S4811,80.0,82.0,95.0,3.0,No,80.0,Good
S4812,90.0,81.0,95.0,6.0,Yes,61.0,Average
S4813,80.0,59.0,95.0,2.0,No,80.0,At-Risk
S4815,90.0,62.0,95.0,3.0,No,61.0,At-Risk
S4817,94.0,62.0,95.0,9.0,Yes,61.0,Good
S4818,90.0,62.0,95.0,6.0,Yes,80.0,Good
S4819,90.0,80.0,95.0,3.0,No,89.0,Average
S4825,80.0,62.0,95.0,6.0,Yes,89.0,At-Risk
S4827,90.0,62.0,95.0,3.0,Yes,80.0,Good
S4830,90.0,62.0,95.0,4.0,Yes,61.0,Good
S4837,90.0,94.0,95.0,4.0,Yes,61.0,Good
S4838,96.0,57.0,95.0,9.0,Yes,80.0,Good
S4840,90.0,42.0,95.0,3.0,No,72.0,Average
S4841,90.0,62.0,95.0,3.0,No,54.0,At-Risk
S4842,90.0,62.0,95.0,7.0,Yes,61.0,Average
S4844,90.0,80.0,95.0,8.0,Yes,54.0,At-Risk
S4854,80.0,95.0,95.0,3.0,No,71.0,Average
S4859,90.0,80.0,95.0,3.0,Yes,61.0,Average
S4861,80.0,71.0,95.0,8.0,Yes,80.0,Average
S4865,90.0,80.0,95.0,3.0,Yes,60.0,Good
S4867,90.0,72.0,95.0,2.0,No,49.0,Good
S4868,80.0,63.0,95.0,8.0,Yes,61.0,Good
S4869,90.0,51.0,95.0,3.0,No,57.0,Average
S4873,90.0,53.0,95.0,8.0,No,61.0,At-Risk
S4880,90.0,86.0,95.0,3.0,No,90.0,At-Risk
S4883,80.0,80.0,95.0,3.0,Yes,61.0,Good
S4886,90.0,62.0,95.0,3.0,Yes,61.0,Good
S4888,90.0,80.0,95.0,3.0,Yes,80.0,Good
S4896,90.0,55.0,95.0,1.0,Yes,80.0,Good
S4899,90.0,80.0,95.0,3.0,Yes,57.0,Average
S4900,90.0,62.0,95.0,3.0,Yes,80.0,At-Risk
S4901,90.0,62.0,95.0,10.0,Yes,80.0,At-Risk
S4904,80.0,62.0,95.0,8.0,No,61.0,Average
S4909,90.0,64.0,95.0,3.0,No,41.0,Average
S4918,90.0,80.0,95.0,10.0,No,82.0,Average
S4919,80.0,62.0,95.0,6.0,Yes,93.0,At-Risk
S4921,90.0,80.0,95.0,5.0,Yes,61.0,Average
S4924,90.0,80.0,95.0,3.0,Yes,46.0,Good
S4925,87.0,80.0,95.0,7.0,Yes,80.0,Average
S4926,90.0,54.0,95.0,1.0,Yes,42.0,At-Risk
S4936,90.0,62.0,95.0,3.0,Yes,80.0,At-Risk
S4940,89.0,62.0,95.0,8.0,No,80.0,Good
S4941,90.0,80.0,95.0,5.0,Yes,61.0,At-Risk
S4943,90.0,62.0,95.0,3.0,No,66.0,At-Risk
S4944,90.0,80.0,95.0,8.0,Yes,61.0,Good
S4946,80.0,91.0,95.0,10.0,Yes,80.0,At-Risk
S4949,80.0,80.0,95.0,3.0,No,80.0,Average
S4950,90.0,35.0,95.0,1.0,No,80.0,At-Risk
S4957,88.0,80.0,95.0,3.0,No,61.0,At-Risk
S4958,90.0,74.0,95.0,3.0,No,80.0,Good
S4959,90.0,80.0,95.0,3.0,No,67.0,Good
S4961,90.0,91.0,95.0,3.0,Yes,61.0,Good
S4962,83.0,80.0,95.0,5.0,No,61.0,Good
S4963,90.0,72.0,95.0,3.0,No,61.0,Good
S4965,80.0,90.0,95.0,3.0,Yes,80.0,Average
S4966,90.0,80.0,95.0,3.0,No,43.0,At-Risk
S4968,96.0,62.0,95.0,3.0,Yes,61.0,Good
S4970,90.0,62.0,95.0,9.0,Yes,80.0,Good
S4971,90.0,80.0,95.0,3.0,Yes,72.0,At-Risk
S4972,90.0,79.0,95.0,3.0,Yes,80.0,Good
S4975,90.0,62.0,95.0,1.0,No,80.0,At-Risk
S4981,80.0,46.0,95.0,3.0,Yes,61.0,Average
S4983,80.0,80.0,95.0,5.0,Yes,44.0,Average
S4987,80.0,80.0,95.0,3.0,Yes,38.0,Average
S4990,90.0,46.0,95.0,6.0,No,61.0,Average
S4991,90.0,62.0,95.0,3.0,No,85.0,Good
S4992,90.0,62.0,95.0,3.0,Yes,61.0,Average
S4994,90.0,80.0,95.0,5.0,Yes,80.0,Average
S4995,90.0,44.0,95.0,5.0,No,61.0,Average
S4997,90.0,80.0,95.0,3.0,Yes,95.0,Good
